候補ID,免許行政庁,免許番号,会社名,都道府県,発見日,発見元URL,状態,試行回数,最終試行日,公式URL候補,メモ
MLIT-10-00001331,群馬県,001331,株式会社黒沢商事,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-05,,国土交通省公開検索から自動発見
MLIT-10-00001334,群馬県,001334,日聖産業株式会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-05,,国土交通省公開検索から自動発見
MLIT-10-00001354,群馬県,001354,小此木不動産建設有限会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-05,,国土交通省公開検索から自動発見
MLIT-10-00001355,群馬県,001355,橋本商事株式会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-05,,国土交通省公開検索から自動発見
MLIT-10-00001358,群馬県,001358,有限会社吾妻不動産,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,公式サイト未特定・再試行,1,2026-08-05,,国土交通省公開検索から自動発見
MLIT-13-00002509,東京都,002509,銀座土地建物 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-05,,国土交通省公開検索から自動発見
MLIT-13-00002518,東京都,002518,興國不動産 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-05,,国土交通省公開検索から自動発見
MLIT-13-00002520,東京都,002520,三栄商事 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-05,,国土交通省公開検索から自動発見
MLIT-13-00002521,東京都,002521,株式会社 城西地主不動産部,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-13-00002612,東京都,002612,株式会社 カントー・エステート,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-13-00002622,東京都,002622,東新産業 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-13-00002647,東京都,002647,瀧島商事 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-13-00002662,東京都,002662,秀鳳土地 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-13-00002664,東京都,002664,有限会社 二子玉川不動産,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-13-00002667,東京都,002667,株式会社 しんあい土地,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-14-00002679,神奈川県,002679,株式会社 トーソー,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-14-00002692,神奈川県,002692,日比野不動産 株式会社,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-14-00002699,神奈川県,002699,有限会社 平不動産,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-14-00002701,神奈川県,002701,株式会社 嶋崎不動産,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-14-00002784,神奈川県,002784,有限会社 大倉商事,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-14-00002788,神奈川県,002788,株式会社 小川組,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-14-00002794,神奈川県,002794,三宝商事 株式会社,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-14-00002811,神奈川県,002811,沢野商亊 株式会社,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-06,,国土交通省公開検索から自動発見
MLIT-14-00002826,神奈川県,002826,新見商事 有限会社,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-07,,国土交通省公開検索から自動発見
MLIT-11-00002755,埼玉県,002755,有限会社東光商事,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-07,,国土交通省公開検索から自動発見
MLIT-11-00002761,埼玉県,002761,有限会社越谷商事,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-07,,国土交通省公開検索から自動発見
MLIT-11-00002765,埼玉県,002765,株式会社産経建設,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-07,,国土交通省公開検索から自動発見
MLIT-11-00002848,埼玉県,002848,有限会社エステー商事,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-07,,国土交通省公開検索から自動発見
MLIT-11-00002873,埼玉県,002873,かつみ開発,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-07,,国土交通省公開検索から自動発見
MLIT-11-00002883,埼玉県,002883,秩父鉄道株式会社,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-07,,国土交通省公開検索から自動発見
MLIT-11-00002884,埼玉県,002884,株式会社尾上商事,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-07,,国土交通省公開検索から自動発見
MLIT-11-00002886,埼玉県,002886,株式会社大関建設,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-08,,国土交通省公開検索から自動発見
MLIT-11-00002902,埼玉県,002902,株式会社柴川不動産,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-08,,国土交通省公開検索から自動発見
MLIT-11-00002935,埼玉県,002935,神谷商事有限会社,埼玉県,2026-08-04,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-08,,国土交通省公開検索から自動発見
MLIT-12-00002554,千葉県,002554,六幸企業株式会社,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-08,,国土交通省公開検索から自動発見
MLIT-12-00002564,千葉県,002564,株式会社墨田地所,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-08,,国土交通省公開検索から自動発見
MLIT-12-00002577,千葉県,002577,有限会社大日総業,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-08,,国土交通省公開検索から自動発見
MLIT-12-00002578,千葉県,002578,株式会社もとゆき,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-08,,国土交通省公開検索から自動発見
MLIT-12-00002618,千葉県,002618,山水開発株式会社,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-08,,国土交通省公開検索から自動発見
MLIT-12-00002635,千葉県,002635,日都建設株式会社,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-09,,国土交通省公開検索から自動発見
MLIT-12-00002657,千葉県,002657,株式会社富里不動産,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-09,,国土交通省公開検索から自動発見
MLIT-12-00002658,千葉県,002658,株式会社千葉住宅サービス社,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-09,,国土交通省公開検索から自動発見
MLIT-08-00002350,茨城県,002350,共立開発,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-09,,国土交通省公開検索から自動発見
MLIT-08-00002375,茨城県,002375,株式会社マイホーム,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-09,,国土交通省公開検索から自動発見
MLIT-08-00002396,茨城県,002396,株式会社那珂ハウジング,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-09,,国土交通省公開検索から自動発見
MLIT-08-00002400,茨城県,002400,和宏株式会社,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-10,,国土交通省公開検索から自動発見
MLIT-08-00002423,茨城県,002423,有限会社秀栄産業,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-10,,国土交通省公開検索から自動発見
MLIT-08-00002444,茨城県,002444,上野不動産,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-10,,国土交通省公開検索から自動発見
MLIT-09-00001739,栃木県,001739,柿木産業 株式会社,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-10,,国土交通省公開検索から自動発見
MLIT-09-00001740,栃木県,001740,株式会社 小栗測量事務所,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-11,,国土交通省公開検索から自動発見
MLIT-09-00001757,栃木県,001757,住建 株式会社,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-11,,国土交通省公開検索から自動発見
MLIT-09-00001764,栃木県,001764,株式会社 三愛地所,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-11,,国土交通省公開検索から自動発見
MLIT-09-00001770,栃木県,001770,有限会社 坂本不動産,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-11,,国土交通省公開検索から自動発見
MLIT-09-00001772,栃木県,001772,北都不動産,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-11,,国土交通省公開検索から自動発見
MLIT-09-00001774,栃木県,001774,有限会社 ナスネット,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-11,,国土交通省公開検索から自動発見
MLIT-09-00001782,栃木県,001782,有限会社 岩岡商事,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-11,,国土交通省公開検索から自動発見
MLIT-09-00001786,栃木県,001786,ミユキ興業 株式会社,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-11,,国土交通省公開検索から自動発見
MLIT-10-00001991,群馬県,001991,新創建設株式会社,群馬県,2026-08-07,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-12,,国土交通省公開検索から自動発見
MLIT-10-00001995,群馬県,001995,上原建設株式会社,群馬県,2026-08-07,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-12,,国土交通省公開検索から自動発見
MLIT-10-00002002,群馬県,002002,株式会社群馬住宅センター,群馬県,2026-08-07,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-12,,国土交通省公開検索から自動発見
MLIT-10-00002024,群馬県,002024,朝日興業株式会社,群馬県,2026-08-07,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-12,,国土交通省公開検索から自動発見
MLIT-10-00002029,群馬県,002029,松浪建設株式会社,群馬県,2026-08-07,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-12,,国土交通省公開検索から自動発見
MLIT-10-00002056,群馬県,002056,新和興業株式会社,群馬県,2026-08-07,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-13,,国土交通省公開検索から自動発見
MLIT-10-00002077,群馬県,002077,株式会社新久,群馬県,2026-08-07,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,公式サイト未特定・再試行,1,2026-08-13,,国土交通省公開検索から自動発見
