候補ID,免許行政庁,免許番号,会社名,都道府県,発見日,発見元URL,状態,試行回数,最終試行日,公式URL候補,メモ
MLIT-08-00001278,茨城県,001278,大みか不動産株式会社,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式確認済み,1,2026-08-02,https://omika.jp/company/,公式サイトを自動確認。問い合わせ導線あり
MLIT-09-00000984,栃木県,000984,関東地所 株式会社,栃木県,2026-07-31,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-09-00001009,栃木県,001009,有限会社 大福不動産,栃木県,2026-07-31,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-09-00001050,栃木県,001050,有限会社 栃信総業,栃木県,2026-07-31,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001228,群馬県,001228,吾妻開発株式会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001234,群馬県,001234,小野里工業株式会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001246,群馬県,001246,五料不動産,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001285,群馬県,001285,大誠不動産商事有限会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001324,群馬県,001324,高前産業株式会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001331,群馬県,001331,株式会社黒沢商事,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001334,群馬県,001334,日聖産業株式会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001354,群馬県,001354,小此木不動産建設有限会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001355,群馬県,001355,橋本商事株式会社,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-10-00001358,群馬県,001358,有限会社吾妻不動産,群馬県,2026-08-01,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002509,東京都,002509,銀座土地建物 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002518,東京都,002518,興國不動産 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002520,東京都,002520,三栄商事 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002521,東京都,002521,株式会社 城西地主不動産部,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002612,東京都,002612,株式会社 カントー・エステート,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002622,東京都,002622,東新産業 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002647,東京都,002647,瀧島商事 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002662,東京都,002662,秀鳳土地 株式会社,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002664,東京都,002664,有限会社 二子玉川不動産,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-13-00002667,東京都,002667,株式会社 しんあい土地,東京都,2026-08-02,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002679,神奈川県,002679,株式会社 トーソー,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002692,神奈川県,002692,日比野不動産 株式会社,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002693,神奈川県,002693,中央商事不動産,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002699,神奈川県,002699,有限会社 平不動産,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002701,神奈川県,002701,株式会社 嶋崎不動産,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002784,神奈川県,002784,有限会社 大倉商事,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002788,神奈川県,002788,株式会社 小川組,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002794,神奈川県,002794,三宝商事 株式会社,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002811,神奈川県,002811,沢野商亊 株式会社,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
MLIT-14-00002826,神奈川県,002826,新見商事 有限会社,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,未調査,0,,,国土交通省公開検索から自動発見
